date,calls,weekday,reservations_2months_advance,total_reservations,summer_break,christmas_break,special_day
2015-08-21,9620,5,11720,59096,1,0,0
2015-08-22,7413,6,8557,43250,1,0,0
2015-08-23,6046,7,6861,34530,1,0,0
2015-08-24,9102,1,7212,52685,1,0,0
2015-08-25,8431,2,11892,49253,1,0,0
2015-08-26,8406,3,7260,51363,1,0,0
2015-08-27,8084,4,10065,47841,1,0,0
2015-08-28,8107,5,11473,48434,1,0,0
2015-08-29,6496,6,6100,34701,1,0,0
2015-08-30,4257,7,4173,25134,0,0,0
2015-08-31,5200,1,6905,29768,0,0,1
2015-09-01,7731,2,7031,44657,0,0,0
2015-09-02,7655,3,7322,43790,0,0,0
2015-09-03,8202,4,8380,47985,0,0,0
2015-09-04,8295,5,10047,47244,0,0,0
2015-09-05,6832,6,7969,38221,0,0,0
2015-09-06,4634,7,5509,26464,0,0,0
2015-09-07,7761,1,6426,44257,0,0,0
2015-09-08,7997,2,6415,45506,0,0,0
2015-09-09,8506,3,6295,50596,0,0,0
2015-09-10,7742,4,10120,45808,0,0,0
2015-09-11,7422,5,7801,48232,0,0,0
2015-09-12,5431,6,6467,30997,0,0,0
2015-09-13,4264,7,4858,23398,0,0,0
2015-09-14,7379,1,5927,41282,0,0,0
2015-09-15,7392,2,6471,43464,0,0,0
2015-09-16,7508,3,6915,44152,0,0,0
2015-09-17,7267,4,5424,41885,0,0,0
2015-09-18,7373,5,5947,41617,0,0,0
2015-09-19,5598,6,6017,34696,0,0,0
2015-09-20,4271,7,3388,25217,0,0,0
2015-09-21,7079,1,7062,43187,0,0,0
2015-09-22,6945,2,6999,40935,0,0,0
2015-09-23,7750,3,5216,47183,0,0,0
2015-09-24,7131,4,6553,40683,0,0,0
2015-09-25,7039,5,6660,40140,0,0,0
2015-09-26,5189,6,4570,30665,0,0,0
2015-09-27,3860,7,3414,21993,0,0,0
2015-09-28,6753,1,5423,41857,0,0,0
2015-09-29,6252,2,4501,39496,0,0,0
2015-09-30,6476,3,4557,37518,0,0,0
2015-10-01,6894,4,5710,41108,0,0,0
2015-10-02,7064,5,6228,42123,0,0,0
2015-10-03,5291,6,5412,31796,0,0,0
2015-10-04,3794,7,3236,22036,0,0,0
2015-10-05,6509,1,4416,37538,0,0,0
2015-10-06,6948,2,6705,40191,0,0,0
2015-10-07,6651,3,5263,39400,0,0,0
2015-10-08,6489,4,3997,34625,0,0,0
2015-10-09,6452,5,6264,36447,0,0,0
2015-10-10,4849,6,4388,27266,0,0,0
2015-10-11,3496,7,3039,20256,0,0,0
2015-10-12,6080,1,4824,37771,0,0,0
2015-10-13,6318,2,3295,38895,0,0,0
2015-10-14,6309,3,5839,38511,0,0,0
2015-10-15,6052,4,4976,34236,0,0,0
2015-10-16,6010,5,5920,33790,0,0,0
2015-10-17,4399,6,4626,26527,0,0,0
2015-10-18,3079,7,1892,17788,0,0,0
2015-10-19,6129,1,3752,35342,0,0,0
2015-10-20,5972,2,5611,34948,0,0,0
2015-10-21,5743,3,4262,32142,0,0,0
2015-10-22,5631,4,4038,36822,0,0,0
2015-10-23,5505,5,4701,30994,0,0,0
2015-10-24,4108,6,4971,23555,0,0,0
2015-10-25,2128,7,2964,11706,0,0,1
2015-10-26,5526,1,4273,33130,0,0,0
2015-10-27,5146,2,5730,31261,0,0,0
2015-10-28,4925,3,5145,27743,0,0,0
2015-10-29,4934,4,3881,28871,0,0,0
2015-10-30,4820,5,4269,29114,0,0,0
2015-10-31,2313,6,4632,14036,0,0,1
2015-11-01,2359,7,2915,14393,0,0,0
2015-11-02,4801,1,3909,28250,0,0,0
2015-11-03,4893,2,4000,26401,0,0,0
2015-11-04,4666,3,3215,27113,0,0,0
2015-11-05,3329,4,3853,19867,0,0,1
2015-11-06,4833,5,4534,27751,0,0,0
2015-11-07,3395,6,3065,20670,0,0,0
2015-11-08,1651,7,2541,9913,0,0,1
2015-11-09,5072,1,4710,27760,0,0,0
2015-11-10,4972,2,4276,31022,0,0,0
2015-11-11,5103,3,4353,30546,0,0,0
2015-11-12,4876,4,3647,27782,0,0,0
2015-11-13,5100,5,4909,30319,0,0,0
2015-11-14,4327,6,5675,25798,0,0,0
2015-11-15,2635,7,1682,16217,0,0,0
2015-11-16,5604,1,6575,30500,0,0,0
2015-11-17,5091,2,3997,28800,0,0,0
2015-11-18,5071,3,2803,28344,0,0,0
2015-11-19,5006,4,5611,29025,0,0,0
2015-11-20,4932,5,5928,28115,0,0,0
2015-11-21,3332,6,3843,20390,0,0,0
2015-11-22,2340,7,2109,12690,0,0,0
2015-11-23,5141,1,5009,30451,0,0,0
2015-11-24,5071,2,3818,29881,0,0,0
2015-11-25,4644,3,2302,26690,0,0,0
2015-11-26,4770,4,3802,28179,0,0,0
2015-11-27,4446,5,6061,27454,0,0,0
2015-11-28,3073,6,4478,17662,0,0,0
2015-11-29,2214,7,2439,12705,0,0,0
2015-11-30,5019,1,4098,27410,0,0,0
2015-12-01,4951,2,2898,30518,0,0,0
2015-12-02,5276,3,5590,31184,0,0,0
2015-12-03,5441,4,6465,32384,0,0,0
2015-12-04,5759,5,6471,35135,0,0,0
2015-12-05,4894,6,7422,27108,0,0,0
2015-12-06,3213,7,3089,20680,0,0,0
2015-12-07,4676,1,4709,27958,0,0,0
2015-12-08,2968,2,3719,17475,0,0,0
2015-12-09,4813,3,3258,27824,0,0,0
2015-12-10,4678,4,4292,27778,0,0,0
2015-12-11,4429,5,5250,26938,0,0,0
2015-12-12,3118,6,3725,19198,0,0,0
2015-12-13,2176,7,3021,12266,0,0,0
2015-12-14,4524,1,3264,25962,0,0,0
2015-12-15,4455,2,4109,26564,0,0,0
2015-12-16,4276,3,3774,25441,0,0,0
2015-12-17,4342,4,3981,24591,0,0,0
2015-12-18,4349,5,2340,26460,0,0,0
2015-12-19,3079,6,3412,17744,0,0,0
2015-12-20,2587,7,2658,14875,0,0,0
2015-12-21,5442,1,5861,33275,0,1,0
2015-12-22,5260,2,4954,30605,0,1,0
2015-12-23,4939,3,4765,26909,0,1,0
2015-12-24,3940,4,4648,21850,0,1,0
2015-12-25,1836,5,4051,10898,0,1,1
2015-12-26,3066,6,5578,17580,0,1,1
2015-12-27,4911,7,5272,29961,0,1,0
2015-12-28,5377,1,6157,32125,0,1,1
2015-12-29,7398,2,6375,44259,0,1,0
2015-12-30,7520,3,7183,43000,0,1,0
2015-12-31,5696,4,7435,34585,0,1,0
2016-01-01,2706,5,4820,15164,0,1,1
2016-01-02,5047,6,6142,31815,0,1,0
2016-01-03,3107,7,4656,17487,0,0,0
2016-01-04,5071,1,3197,32316,0,0,0
2016-01-05,4466,2,3860,26555,0,0,0
2016-01-06,2936,3,2651,17769,0,0,0
2016-01-07,4746,4,2653,27723,0,0,0
2016-01-08,4736,5,3405,26662,0,0,0
2016-01-09,3168,6,3192,17957,0,0,0
2016-01-10,2491,7,1523,14134,0,0,0
2016-01-11,5266,1,4171,29442,0,0,0
2016-01-12,4797,2,4052,30007,0,0,0
2016-01-13,4809,3,3434,27555,0,0,0
2016-01-14,4762,4,2781,26356,0,0,0
2016-01-15,4820,5,4249,28728,0,0,0
2016-01-16,3125,6,2464,17132,0,0,0
2016-01-17,2387,7,2531,14153,0,0,0
2016-01-18,4960,1,4417,30667,0,0,0
2016-01-19,4700,2,2765,26051,0,0,0
2016-01-20,4484,3,3774,26081,0,0,0
2016-01-21,4590,4,4687,25712,0,0,0
2016-01-22,4669,5,4149,28479,0,0,0
2016-01-23,3200,6,4404,17950,0,0,0
2016-01-24,2458,7,2029,13408,0,0,0
2016-01-25,5217,1,5353,29632,0,0,0
2016-01-26,4695,2,4055,27211,0,0,0
2016-01-27,4669,3,2126,28073,0,0,0
2016-01-28,4850,4,3525,26757,0,0,0
2016-01-29,4897,5,4979,27599,0,0,0
2016-01-30,3366,6,4873,20464,0,0,0
2016-01-31,2617,7,2920,14390,0,0,0
2016-02-01,5334,1,6763,30661,0,0,0
2016-02-02,5010,2,3208,27896,0,0,0
2016-02-03,5067,3,4696,30213,0,0,0
2016-02-04,5127,4,6678,30592,0,0,0
2016-02-05,5426,5,4980,31052,0,0,0
2016-02-06,3872,6,4514,21784,0,0,0
2016-02-07,2938,7,3750,16588,0,0,0
2016-02-08,5828,1,5797,33985,0,0,0
2016-02-09,5374,2,5406,30436,0,0,0
2016-02-10,5516,3,6610,34059,0,0,0
2016-02-11,5271,4,4716,28890,0,0,0
2016-02-12,5584,5,5116,34442,0,0,0
2016-02-13,4158,6,5192,25573,0,0,0
2016-02-14,2983,7,3268,16899,0,0,0
2016-02-15,5580,1,5096,31712,0,0,0
2016-02-16,5598,2,3107,31252,0,0,0
2016-02-17,5555,3,4881,33472,0,0,0
2016-02-18,5504,4,4485,31784,0,0,0
2016-02-19,5368,5,3497,32471,0,0,0
2016-02-20,3726,6,4730,20297,0,0,0
2016-02-21,2726,7,1833,15553,0,0,0
2016-02-22,5927,1,4625,34223,0,0,0
2016-02-23,5670,2,3915,30845,0,0,0
2016-02-24,5337,3,5491,31242,0,0,0
2016-02-25,5690,4,4713,33309,0,0,0
2016-02-26,5799,5,5204,34350,0,0,0
2016-02-27,3949,6,5135,23656,0,0,0
2016-02-28,2973,7,3422,18162,0,0,0
2016-02-29,6444,1,6806,36418,0,0,0
